CIT_ID_NO_x,legal_form,sector,province,small_business,revenue,expenditure,income,tax_free_income_total,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,citax,weight_x,tax_collected_under_current_policy,weighted_tax_collected_under_current_policy,ID_NO,CIT_ID_NO_y,tax_collected_under_benchmark_cit_rate_small_business,weight_y,weighted_tax_collected_under_benchmark_cit_rate_small_business,tax_expenditure_Small Corporations Tax rate,tax_expenditure_Rate at which Small Corporations are Taxed,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,"tax_expenditure_Revenue(s) Tax-Free, Intended For Statutory Purposes or Other Purposes","tax_expenditure_Dochody(Przych.) Wolne Od Pod.,Cele Stat.",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,tax_expenditure_Tax-Free Income from (Article 17 (1) (4)),tax_expenditure_Dochody Wolne Od Podatku (Art.17 Ust.1 Pkt 4),CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,tax_expenditure_Tax Free Income from Non-Agricultural Activities,tax_expenditure_Dochody Z DziaÅ‚alnoÅ›ci Pozarolniczej-Wolne Od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,"tax_expenditure_Grants, Subsidies, Surcharges And Other Gratuitous Benefits","tax_expenditure_Dotacje, Subwen., DopÅ‚aty I Inne Nieodp. Swiad.-Wolne Od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,tax_expenditure_Totax-Free Income Pursuant to Article 17 Clause 1 point 23 and 24,tax_expenditure_DochÃ³d Wolny Od Podatku na Podstawie Art. 17 Ust.1 Pkt 23 I Pkt 24,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 34,tax_expenditure_Dochody Wolne Od Podatku Na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 39,tax_expenditure_Dochody Wolne Od Podatku na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,"tax_expenditure_Income of Housing Cooperatives, Housing Associations-Tax Free","tax_expenditure_Dochody SpÃ³Å‚dzielni Mieszkan.,WspÃ³lnot Mieszkan-Wolne od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,tax_expenditure_Subsidies from the State Budget or Local Government-Tax-Free,tax_expenditure_Dotacje z BudÅ¼etu PaÅ„stwa Lub Jst- Wolne od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,tax_expenditure_Amounts from Government Agencies or Executive Agencies-Tax-Free,tax_expenditure_Kwoty od Agencji RzÄ…dowych Lub Agencji Wykonawczych-Wolne od Podat.,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,tax_expenditure_Income of Agricultural Producer Groups-Tax Free,tax_expenditure_Dochody Grup ProducentÃ³w Rolnych-Wolne od Podatku Na,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,tax_expenditure_Income from Paying Financial Programs from Central Europe-Tax Free,tax_expenditure_Dochody z Tyt. PÅ‚atn. Progr.Finans.z Udz.Å›rod.Europ.-od Podatku,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,"tax_expenditure_Income from Environmental Finances, Received by Project Participant-Free of Tax","tax_expenditure_Dochody z Tyt. Å›rod.Fin., Otrz. Przez Uczest.Proj.-Wolne od Podatku",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,tax_expenditure_Other Income-Free of Tax Pursuant to Article 17 clause 1,tax_expenditure_PozostaÅ‚e Dochody (Przychody) Wolne od Podatku z Art.17 Ust.1 ,CIT_ID_NO,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,weight,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,tax_expenditure_Tax-Free Income-Other,tax_expenditure_Dochody Wolne od Podatku-Inne
278,0.0,Transportation and Storage,Mazowieckie,0,8582182.24,8819284.95,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A278,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0,278,0,800,0,0.0,0.0
279,0.0,Wholesale/Retail Trade,Pomorskie,0,8582121.99,8292958.16,289163.8300000001,0.0,289163.8300000001,0.0,289163.8300000001,54941.12770000001,800,54941.12770000001,43952902.16000001,A279,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0,279,54941,800,43952902,0.0,0.0
280,0.0,Not determined,Wielkopolskie,0,8581994.66,7777066.36,804928.2999999998,0.0,804928.2999999998,0.0,804928.2999999998,152936.37699999998,800,152936.37699999998,122349101.59999998,A280,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0,280,152936,800,122349102,0.0,0.0
281,0.0,Wholesale/Retail Trade,Lubelskie,0,8581938.5,9092632.33,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A281,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0,281,0,800,0,0.0,0.0
282,0.0,Finance,Mazowieckie,0,8581684.77,8084699.95,496984.81999999937,0.0,496984.81999999937,0.0,496984.81999999937,94427.11579999988,800,94427.11579999988,75541692.63999991,A282,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0,282,94427,800,75541693,0.0,0.0
283,0.0,Construction,Pomorskie,0,8581322.96,8063114.1,518208.86000000127,0.0,1.280568540096283e-09,0.0,1.280568540096283e-09,2.4330802261829375e-10,800,2.4330802261829375e-10,1.94646418094635e-07,A283,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0,283,0,800,0,0.0,0.0
284,0.0,Not determined,Łódzkie,0,8580338.37,7389813.05,1190525.3199999994,1190525.32,0.0,0.0,0.0,0.0,800,0.0,0.0,A284,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,226200,800,180959849,180.95984863999993,180.95984863999993,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0,284,0,800,0,0.0,0.0
285,0.0,Wholesale/Retail Trade,Zachodniopomorskie,0,8579901.06,8290552.1,289348.9600000009,0.0,289348.9600000009,0.0,289348.9600000009,54976.30240000017,800,54976.30240000017,43981041.920000136,A285,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0,285,54976,800,43981042,0.0,0.0
286,0.0,Not determined,Pomorskie,0,8578977.73,8507377.16,71600.5700000003,0.0,71600.5700000003,0.0,71600.5700000003,13604.108300000056,800,13604.108300000056,10883286.640000045,A286,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0,286,13604,800,10883287,0.0,0.0
287,0.0,Agriculture,Wielkopolskie,0,8578748.07,8447210.25,131537.8200000003,0.0,2.9103830456733704e-10,0.0,2.9103830456733704e-10,5.5297277867794034e-11,800,5.5297277867794034e-11,4.423782229423523e-08,A287,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0,287,0,800,0,0.0,0.0
288,0.0,Wholesale/Retail Trade,Lubelskie,0,8577896.42,8036515.2,541381.2199999997,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A288,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0,288,0,800,0,0.0,0.0
289,0.0,Not determined,Pomorskie,0,8577314.17,8159544.6,417769.5700000003,0.0,417769.5700000003,0.0,417769.5700000003,79376.21830000005,800,79376.21830000005,63500974.64000004,A289,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0,289,79376,800,63500975,0.0,0.0
290,0.0,Manufacturing,Zachodniopomorskie,0,8575862.77,8444868.02,130994.75,0.0,130994.75,0.0,130994.75,24889.0025,800,24889.0025,19911202.0,A290,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0,290,24889,800,19911202,0.0,0.0
291,0.0,Manufacturing,Pomorskie,0,8575043.33,8208222.63,366820.7000000002,0.0,366820.7000000002,0.0,366820.7000000002,69695.93300000003,800,69695.93300000003,55756746.40000003,A291,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0,291,69696,800,55756746,0.0,0.0
292,0.0,Wholesale/Retail Trade,Mazowieckie,0,8574062.62,8342988.73,231073.88999999873,0.0,231073.88999999873,0.0,231073.88999999873,43904.03909999976,800,43904.03909999976,35123231.27999981,A292,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0,292,43904,800,35123231,0.0,0.0
293,0.0,Wholesale/Retail Trade,Mazowieckie,0,8572287.27,8347994.74,224292.52999999933,0.0,224292.52999999933,0.0,224292.52999999933,42615.580699999875,800,42615.580699999875,34092464.5599999,A293,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0,293,42616,800,34092465,0.0,0.0
294,0.0,Not determined,Mazowieckie,0,8572274.35,13483898.11,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A294,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0,294,0,800,0,0.0,0.0
295,0.0,Professional/Scientific,Mazowieckie,0,8571889.3,8535650.3,36239.0,0.0,36239.0,36239.0,0.0,0.0,800,0.0,0.0,A295,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0,295,0,800,0,0.0,0.0
296,0.0,Other Service Activities,Zachodniopomorskie,0,8571311.67,6624534.78,1946776.8899999997,1946776.89,0.0,0.0,0.0,0.0,800,0.0,0.0,A296,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,369888,800,295910087,295.91008727999997,295.91008727999997,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0,296,0,800,0,0.0,0.0
297,0.0,Manufacturing,Lubelskie,0,8570851.89,7985033.6,585818.290000001,0.0,585818.290000001,0.0,585818.290000001,111305.47510000019,800,111305.47510000019,89044380.08000015,A297,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0,297,111305,800,89044380,0.0,0.0
298,0.0,Construction,Pomorskie,0,8570718.96,16473729.36,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A298,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0,298,0,800,0,0.0,0.0
299,0.0,Not determined,Warmińsko-Mazurskie,0,8570649.79,7254391.07,1316258.7199999988,0.0,1316258.7199999988,0.0,1316258.7199999988,250089.15679999976,800,250089.15679999976,200071325.43999982,A299,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0,299,250089,800,200071325,0.0,0.0
300,0.0,Wholesale/Retail Trade,Lubelskie,0,8568550.14,8361247.76,207302.38000000082,0.0,207302.38000000082,0.0,207302.38000000082,39387.45220000016,800,39387.45220000016,31509961.76000013,A300,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0,300,39387,800,31509962,0.0,0.0
301,0.0,Finance,Mazowieckie,0,8568277.37,7711727.45,856549.919999999,0.0,856449.919999999,0.0,856449.919999999,162725.4847999998,800,162725.4847999998,130180387.83999984,A301,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0,301,162725,800,130180388,0.0,0.0
302,0.0,Hotels and Restaurants,Pomorskie,0,8568160.71,8374005.66,194155.05000000075,0.0,123458.82000000075,0.0,123458.82000000075,23457.175800000143,800,23457.175800000143,18765740.640000112,A302,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0,302,23457,800,18765741,0.0,0.0
303,0.0,Manufacturing,Pomorskie,0,8568152.98,8519471.16,48681.8200000003,0.0,48681.8200000003,0.0,48681.8200000003,9249.545800000056,800,9249.545800000056,7399636.640000045,A303,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0,303,9250,800,7399637,0.0,0.0
304,0.0,Real Estate,Pomorskie,0,8566719.72,5130517.15,3436202.5700000003,0.0,3436202.5700000003,0.0,3436202.5700000003,652878.4883000001,800,652878.4883000001,522302790.64000005,A304,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0,304,652878,800,522302791,0.0,0.0
305,0.0,ICT,Mazowieckie,0,8566287.99,7860678.01,705609.9800000004,0.0,705609.9800000004,0.0,705609.9800000004,134065.89620000008,800,134065.89620000008,107252716.96000007,A305,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0,305,134066,800,107252717,0.0,0.0
